sale_id,sale_date,vehicle_type,brand,fuel_type,city,km_driven,vehicle_age_years,selling_price,procurement_cost,delivery_days,inspection_status,profit
660,2023-01-28 11:00:00,Bike,TVS,Petrol,Hyderabad,75812,2,164334,29671,8,Pass,134663
661,2023-01-28 12:00:00,Bike,Yamaha,Petrol,Hyderabad,87983,0,167138,118005,4,Pass,49133
662,2023-01-28 13:00:00,Bike,Hero,Petrol,Coimbatore,3463,9,171626,38119,10,Pass,133507
663,2023-01-28 14:00:00,Bike,Honda,Petrol,Hyderabad,72822,0,32008,61117,10,Pass,-29109
664,2023-01-28 15:00:00,Bike,TVS,Electric,Bangalore,14366,5,112851,114317,2,Pass,-1466
665,2023-01-28 16:00:00,Bike,TVS,Petrol,Chennai,32805,0,105799,31279,14,Pass,74520
666,2023-01-28 17:00:00,Bike,Honda,Petrol,Bangalore,62903,4,41238,83835,8,Pass,-42597
667,2023-01-28 18:00:00,Bike,Yamaha,Petrol,Bangalore,83396,3,42153,114810,7,Pass,-72657
668,2023-01-28 19:00:00,Bike,Honda,Electric,Coimbatore,33313,4,84353,19803,11,Pass,64550
669,2023-01-28 20:00:00,Bike,Hero,Petrol,Hyderabad,67229,6,77092,97897,10,Pass,-20805
670,2023-01-28 21:00:00,Bike,Honda,Petrol,Chennai,61186,5,74104,75805,9,Pass,-1701
671,2023-01-28 22:00:00,Bike,TVS,Petrol,Bangalore,5012,8,53887,33201,2,Pass,20686
672,2023-01-28 23:00:00,Bike,Honda,Petrol,Hyderabad,23166,5,29355,43634,5,Fail,-14279
673,2023-01-29 00:00:00,Bike,Yamaha,Petrol,Hyderabad,17130,8,58701,29760,6,Fail,28941
674,2023-01-29 01:00:00,Bike,Bajaj,Petrol,Coimbatore,75019,3,96442,25826,13,Pass,70616
675,2023-01-29 02:00:00,Bike,Honda,Petrol,Coimbatore,1136,0,37279,101821,2,Pass,-64542
676,2023-01-29 03:00:00,Bike,Yamaha,Petrol,Coimbatore,4275,0,145738,127125,2,Pass,18613
677,2023-01-29 04:00:00,Bike,Yamaha,Petrol,Chennai,68457,9,164333,60775,13,Pass,103558
678,2023-01-29 05:00:00,Bike,TVS,Petrol,Bangalore,65091,6,160546,129090,14,Fail,31456
679,2023-01-29 06:00:00,Bike,Yamaha,Petrol,Coimbatore,79061,2,116414,89676,14,Pass,26738
680,2023-01-29 07:00:00,Bike,Yamaha,Petrol,Coimbatore,75316,1,53390,21798,10,Pass,31592
681,2023-01-29 08:00:00,Bike,Yamaha,Petrol,Coimbatore,11851,5,107174,130161,14,Pass,-22987
682,2023-01-29 09:00:00,Bike,Yamaha,Electric,Bangalore,55684,5,29787,81103,4,Pass,-51316
683,2023-01-29 10:00:00,Bike,Hero,Petrol,Bangalore,96207,6,68724,92160,8,Pass,-23436
684,2023-01-29 11:00:00,Bike,Hero,Petrol,Coimbatore,69680,4,35663,92751,14,Pass,-57088
685,2023-01-29 12:00:00,Bike,TVS,Petrol,Coimbatore,82178,7,172192,88502,13,Pass,83690
686,2023-01-29 13:00:00,Bike,Honda,Electric,Hyderabad,73809,6,178812,66410,11,Pass,112402
687,2023-01-29 14:00:00,Bike,Yamaha,Petrol,Coimbatore,94502,1,158107,55888,5,Pass,102219
688,2023-01-29 15:00:00,Bike,Honda,Petrol,Chennai,11278,0,125271,64047,9,Pass,61224
689,2023-01-29 16:00:00,Bike,Honda,Petrol,Chennai,13001,8,92388,110289,4,Pass,-17901
690,2023-01-29 17:00:00,Bike,TVS,Petrol,Coimbatore,2608,4,77335,124640,3,Pass,-47305
691,2023-01-29 18:00:00,Bike,Yamaha,Petrol,Bangalore,95405,4,68315,117614,10,Pass,-49299
692,2023-01-29 19:00:00,Bike,Yamaha,Petrol,Hyderabad,36882,9,129922,60955,8,Pass,68967
693,2023-01-29 20:00:00,Bike,Bajaj,Petrol,Bangalore,91854,3,71627,127393,1,Pass,-55766
694,2023-01-29 21:00:00,Bike,Honda,Electric,Coimbatore,76287,1,164375,16982,9,Fail,147393
695,2023-01-29 22:00:00,Bike,Honda,Petrol,Chennai,23841,4,74334,48864,4,Pass,25470
696,2023-01-29 23:00:00,Bike,Hero,Petrol,Hyderabad,77714,1,90700,136298,11,Fail,-45598
697,2023-01-30 00:00:00,Bike,Bajaj,Petrol,Bangalore,14867,6,64726,94118,9,Pass,-29392
698,2023-01-30 01:00:00,Bike,Hero,Petrol,Bangalore,95708,8,55694,100490,8,Pass,-44796
699,2023-01-30 02:00:00,Bike,Hero,Petrol,Coimbatore,70368,8,88545,54265,3,Pass,34280
700,2023-01-30 03:00:00,Bike,Hero,Petrol,Hyderabad,12502,5,172997,61313,3,Pass,111684
701,2023-01-30 04:00:00,Bike,TVS,Petrol,Chennai,86320,0,31033,59350,14,Pass,-28317
702,2023-01-30 05:00:00,Bike,TVS,Electric,Coimbatore,60449,5,87461,30378,9,Pass,57083
703,2023-01-30 06:00:00,Bike,Hero,Electric,Hyderabad,16200,4,27665,124168,3,Pass,-96503
704,2023-01-30 07:00:00,Bike,Bajaj,Petrol,Bangalore,79805,3,52025,133334,4,Pass,-81309
705,2023-01-30 08:00:00,Bike,Honda,Petrol,Coimbatore,63043,5,179605,132107,9,Pass,47498
706,2023-01-30 09:00:00,Bike,Bajaj,Electric,Bangalore,29818,5,102661,84815,12,Pass,17846
707,2023-01-30 10:00:00,Bike,Yamaha,Petrol,Bangalore,90359,5,145473,42924,4,Pass,102549
708,2023-01-30 11:00:00,Bike,TVS,Electric,Coimbatore,28110,1,45998,97593,11,Pass,-51595
709,2023-01-30 12:00:00,Bike,Honda,Petrol,Coimbatore,72999,6,86248,132490,3,Pass,-46242
710,2023-01-30 13:00:00,Bike,Honda,Petrol,Coimbatore,73874,3,129493,22312,14,Fail,107181
711,2023-01-30 14:00:00,Bike,Yamaha,Petrol,Coimbatore,65726,8,48057,45353,7,Pass,2704
712,2023-01-30 15:00:00,Bike,Yamaha,Petrol,Coimbatore,45667,9,104244,128744,6,Pass,-24500
713,2023-01-30 16:00:00,Bike,Hero,Petrol,Bangalore,78279,1,122031,115673,1,Pass,6358
714,2023-01-30 17:00:00,Bike,TVS,Petrol,Chennai,28439,4,137713,101450,14,Pass,36263
715,2023-01-30 18:00:00,Bike,TVS,Petrol,Chennai,61865,3,130887,31192,10,Pass,99695
716,2023-01-30 19:00:00,Bike,Bajaj,Petrol,Coimbatore,67881,8,92173,32450,8,Pass,59723
717,2023-01-30 20:00:00,Bike,Hero,Petrol,Bangalore,47210,3,63734,20432,1,Pass,43302
718,2023-01-30 21:00:00,Bike,Hero,Electric,Chennai,17266,7,87072,72225,4,Pass,14847
719,2023-01-30 22:00:00,Bike,Hero,Petrol,Chennai,13280,7,119194,111548,6,Pass,7646
720,2023-01-30 23:00:00,Bike,Hero,Petrol,Chennai,48958,5,164741,113991,6,Fail,50750
721,2023-01-31 00:00:00,Bike,TVS,Petrol,Bangalore,56721,5,138272,93711,7,Pass,44561
722,2023-01-31 01:00:00,Bike,TVS,Petrol,Coimbatore,2009,7,92902,80604,14,Pass,12298
723,2023-01-31 02:00:00,Bike,Hero,Electric,Coimbatore,89993,9,147247,25295,11,Pass,121952
724,2023-01-31 03:00:00,Bike,Bajaj,Petrol,Coimbatore,34846,8,174982,21774,12,Pass,153208
725,2023-01-31 04:00:00,Bike,Honda,Petrol,Hyderabad,83299,4,81959,130107,14,Fail,-48148
726,2023-01-31 05:00:00,Bike,Honda,Petrol,Hyderabad,47374,0,121623,27190,5,Pass,94433
727,2023-01-31 06:00:00,Bike,Bajaj,Petrol,Hyderabad,26648,0,156438,46286,5,Pass,110152
728,2023-01-31 07:00:00,Bike,Hero,Petrol,Bangalore,32033,1,73415,91325,4,Pass,-17910
729,2023-01-31 08:00:00,Bike,TVS,Electric,Chennai,78967,9,149716,109450,6,Pass,40266
730,2023-01-31 09:00:00,Bike,Honda,Petrol,Chennai,1859,9,146209,112480,7,Pass,33729
731,2023-01-31 10:00:00,Bike,Yamaha,Petrol,Bangalore,90568,4,34907,87427,10,Pass,-52520
732,2023-01-31 11:00:00,Bike,Yamaha,Petrol,Bangalore,60813,3,120825,102513,10,Pass,18312
733,2023-01-31 12:00:00,Bike,Bajaj,Petrol,Coimbatore,20844,0,57780,79014,1,Pass,-21234
734,2023-01-31 13:00:00,Bike,Hero,Petrol,Coimbatore,70278,3,60085,110887,9,Pass,-50802
735,2023-01-31 14:00:00,Bike,Honda,Petrol,Hyderabad,21101,3,45426,90852,14,Pass,-45426
736,2023-01-31 15:00:00,Bike,Hero,Petrol,Hyderabad,19616,9,32485,70256,8,Pass,-37771
737,2023-01-31 16:00:00,Bike,Honda,Petrol,Bangalore,57485,3,74527,133580,7,Pass,-59053
738,2023-01-31 17:00:00,Bike,Bajaj,Petrol,Hyderabad,31282,0,149604,113743,9,Fail,35861
739,2023-01-31 18:00:00,Bike,Bajaj,Petrol,Chennai,50319,8,116005,73630,3,Pass,42375
740,2023-01-31 19:00:00,Bike,Yamaha,Petrol,Bangalore,84916,2,83528,130896,10,Fail,-47368
741,2023-01-31 20:00:00,Bike,Hero,Petrol,Bangalore,69535,3,145631,106190,4,Pass,39441
742,2023-01-31 21:00:00,Bike,Yamaha,Electric,Chennai,97623,4,52799,77771,7,Pass,-24972
743,2023-01-31 22:00:00,Bike,Hero,Petrol,Coimbatore,44958,6,172159,66715,6,Pass,105444
744,2023-01-31 23:00:00,Bike,Yamaha,Petrol,Coimbatore,92056,5,163518,22466,14,Pass,141052
745,2023-02-01 00:00:00,Bike,TVS,Petrol,Chennai,8580,4,119817,32637,13,Pass,87180
746,2023-02-01 01:00:00,Bike,TVS,Petrol,Chennai,89243,7,83260,83745,2,Pass,-485
747,2023-02-01 02:00:00,Bike,TVS,Petrol,Hyderabad,34457,0,170949,51317,2,Pass,119632
748,2023-02-01 03:00:00,Bike,TVS,Petrol,Bangalore,14408,6,37943,64766,10,Pass,-26823
749,2023-02-01 04:00:00,Bike,Honda,Petrol,Hyderabad,96688,5,166378,18078,7,Pass,148300
750,2023-02-01 05:00:00,Bike,TVS,Petrol,Chennai,96380,4,146401,42299,9,Pass,104102
751,2023-02-01 06:00:00,Bike,Bajaj,Petrol,Hyderabad,91070,6,176527,116794,11,Pass,59733
752,2023-02-01 07:00:00,Bike,Bajaj,Petrol,Chennai,91824,2,52371,18543,12,Pass,33828
753,2023-02-01 08:00:00,Bike,Honda,Petrol,Hyderabad,78787,0,123746,137790,9,Pass,-14044
754,2023-02-01 09:00:00,Bike,TVS,Petrol,Hyderabad,47982,8,126248,109627,7,Fail,16621
755,2023-02-01 10:00:00,Bike,TVS,Electric,Coimbatore,99829,1,160008,66052,11,Fail,93956
756,2023-02-01 11:00:00,Bike,TVS,Petrol,Chennai,98875,9,50727,109483,8,Pass,-58756
757,2023-02-01 12:00:00,Bike,Yamaha,Petrol,Hyderabad,38814,2,139000,37064,10,Pass,101936
758,2023-02-01 13:00:00,Bike,Hero,Petrol,Bangalore,75421,7,88969,87287,3,Pass,1682
759,2023-02-01 14:00:00,Bike,Yamaha,Electric,Hyderabad,84268,9,93531,95442,1,Pass,-1911
760,2023-02-01 15:00:00,Bike,Hero,Petrol,Hyderabad,16331,8,64097,135550,7,Pass,-71453
761,2023-02-01 16:00:00,Bike,TVS,Petrol,Bangalore,20625,2,75859,98632,8,Fail,-22773
762,2023-02-01 17:00:00,Bike,TVS,Petrol,Chennai,62951,5,178222,29425,2,Pass,148797
763,2023-02-01 18:00:00,Bike,Yamaha,Petrol,Coimbatore,46208,6,178133,66481,9,Pass,111652
764,2023-02-01 19:00:00,Bike,Yamaha,Petrol,Coimbatore,18182,0,81790,92347,4,Pass,-10557
765,2023-02-01 20:00:00,Bike,Hero,Petrol,Coimbatore,83324,6,90696,98114,10,Pass,-7418
766,2023-02-01 21:00:00,Bike,Bajaj,Petrol,Bangalore,36294,3,40648,87317,11,Pass,-46669
767,2023-02-01 22:00:00,Bike,Hero,Petrol,Hyderabad,59872,4,86779,137850,9,Pass,-51071
768,2023-02-01 23:00:00,Bike,Yamaha,Electric,Chennai,39977,7,131371,101826,13,Pass,29545
769,2023-02-02 00:00:00,Bike,Yamaha,Petrol,Hyderabad,54363,3,61672,65530,3,Pass,-3858
770,2023-02-02 01:00:00,Bike,Honda,Petrol,Coimbatore,90441,3,94109,96099,8,Fail,-1990
771,2023-02-02 02:00:00,Bike,Yamaha,Petrol,Hyderabad,39237,7,59593,40888,11,Pass,18705
772,2023-02-02 03:00:00,Bike,Honda,Petrol,Bangalore,3120,4,169858,42491,2,Pass,127367
773,2023-02-02 04:00:00,Bike,Bajaj,Electric,Bangalore,35557,5,34815,128101,14,Pass,-93286
774,2023-02-02 05:00:00,Bike,Hero,Petrol,Chennai,40638,4,178038,47352,3,Pass,130686
775,2023-02-02 06:00:00,Bike,Hero,Petrol,Chennai,79890,0,169866,130437,1,Pass,39429
776,2023-02-02 07:00:00,Bike,Honda,Petrol,Coimbatore,53524,6,46302,36676,5,Pass,9626
777,2023-02-02 08:00:00,Bike,Hero,Petrol,Chennai,10177,5,110140,80836,4,Pass,29304
778,2023-02-02 09:00:00,Bike,Yamaha,Petrol,Hyderabad,44611,1,98356,52463,13,Pass,45893
779,2023-02-02 10:00:00,Bike,TVS,Petrol,Bangalore,24574,6,74282,125478,1,Pass,-51196
780,2023-02-02 11:00:00,Bike,Honda,Petrol,Bangalore,18324,5,153451,63990,10,Pass,89461
781,2023-02-02 12:00:00,Bike,Hero,Petrol,Bangalore,1265,4,146347,101544,9,Fail,44803
782,2023-02-02 13:00:00,Bike,Honda,Petrol,Chennai,45939,7,48814,78627,6,Pass,-29813
783,2023-02-02 14:00:00,Bike,Honda,Electric,Bangalore,97651,4,106673,35221,6,Pass,71452
784,2023-02-02 15:00:00,Bike,TVS,Petrol,Bangalore,49426,1,76940,129965,14,Pass,-53025
785,2023-02-02 16:00:00,Bike,Yamaha,Petrol,Bangalore,37360,5,111796,109870,11,Pass,1926
786,2023-02-02 17:00:00,Bike,Honda,Petrol,Coimbatore,13475,0,61476,124054,2,Pass,-62578
787,2023-02-02 18:00:00,Bike,Hero,Petrol,Coimbatore,75377,4,157841,100837,14,Fail,57004
788,2023-02-02 19:00:00,Bike,Bajaj,Petrol,Chennai,94177,5,67278,87843,7,Pass,-20565
789,2023-02-02 20:00:00,Bike,Honda,Petrol,Bangalore,78370,6,40634,66313,12,Pass,-25679
790,2023-02-02 21:00:00,Bike,Honda,Petrol,Chennai,81871,1,151259,44251,12,Fail,107008
791,2023-02-02 22:00:00,Bike,TVS,Petrol,Bangalore,27048,0,167037,61586,9,Pass,105451
792,2023-02-02 23:00:00,Bike,Yamaha,Petrol,Bangalore,91075,5,77196,114693,6,Pass,-37497
793,2023-02-03 00:00:00,Bike,Bajaj,Electric,Bangalore,98566,2,123679,89418,11,Pass,34261
794,2023-02-03 01:00:00,Bike,Hero,Petrol,Chennai,39236,4,155861,68884,8,Pass,86977
795,2023-02-03 02:00:00,Bike,Bajaj,Petrol,Chennai,62062,1,44420,67620,12,Pass,-23200
796,2023-02-03 03:00:00,Bike,Hero,Petrol,Bangalore,40909,0,31218,25040,5,Pass,6178
797,2023-02-03 04:00:00,Bike,Yamaha,Petrol,Hyderabad,84601,0,149283,86677,2,Pass,62606
798,2023-02-03 05:00:00,Bike,Hero,Petrol,Chennai,10334,3,89057,60878,13,Pass,28179
799,2023-02-03 06:00:00,Bike,TVS,Petrol,Coimbatore,1340,9,103609,20969,4,Pass,82640
800,2023-02-03 07:00:00,Bike,TVS,Petrol,Chennai,79909,1,167298,28162,12,Pass,139136
801,2023-02-03 08:00:00,Bike,TVS,Petrol,Bangalore,32068,0,148108,80435,1,Pass,67673
802,2023-02-03 09:00:00,Bike,TVS,Petrol,Hyderabad,11346,5,35046,133504,1,Pass,-98458
803,2023-02-03 10:00:00,Bike,Bajaj,Petrol,Bangalore,6399,3,142462,89667,6,Pass,52795
804,2023-02-03 11:00:00,Bike,Yamaha,Electric,Coimbatore,86538,9,134345,20037,2,Pass,114308
805,2023-02-03 12:00:00,Bike,Hero,Petrol,Chennai,66601,6,62117,75526,6,Pass,-13409
806,2023-02-03 13:00:00,Bike,Hero,Petrol,Chennai,39273,5,154980,102914,1,Pass,52066
807,2023-02-03 14:00:00,Bike,TVS,Petrol,Bangalore,75223,4,161037,29693,11,Pass,131344
808,2023-02-03 15:00:00,Bike,TVS,Petrol,Bangalore,73262,9,42373,107162,10,Pass,-64789
809,2023-02-03 16:00:00,Bike,Honda,Petrol,Coimbatore,4811,1,70452,74090,3,Pass,-3638
810,2023-02-03 17:00:00,Bike,Yamaha,Petrol,Hyderabad,57388,4,31654,17451,14,Fail,14203
811,2023-02-03 18:00:00,Bike,Bajaj,Petrol,Coimbatore,42116,8,148319,80560,9,Pass,67759
812,2023-02-03 19:00:00,Bike,Hero,Petrol,Hyderabad,52634,8,130646,20962,2,Pass,109684
813,2023-02-03 20:00:00,Bike,Honda,Petrol,Chennai,91725,1,51583,115860,8,Pass,-64277
814,2023-02-03 21:00:00,Bike,Honda,Petrol,Hyderabad,6583,6,119242,111951,6,Fail,7291
815,2023-02-03 22:00:00,Bike,Hero,Petrol,Hyderabad,13098,9,162432,104552,12,Pass,57880
816,2023-02-03 23:00:00,Bike,Bajaj,Petrol,Chennai,82976,3,78968,31444,6,Pass,47524
817,2023-02-04 00:00:00,Bike,Honda,Petrol,Chennai,92916,2,159815,55443,7,Pass,104372
818,2023-02-04 01:00:00,Bike,Honda,Electric,Chennai,3080,0,163231,31506,5,Pass,131725
819,2023-02-04 02:00:00,Bike,Yamaha,Electric,Coimbatore,57895,2,156590,53384,12,Pass,103206
820,2023-02-04 03:00:00,Bike,Bajaj,Petrol,Chennai,42821,8,41652,123598,11,Pass,-81946
821,2023-02-04 04:00:00,Bike,Honda,Petrol,Bangalore,9886,8,138114,130874,4,Fail,7240
822,2023-02-04 05:00:00,Bike,Bajaj,Petrol,Chennai,53671,6,127489,112229,6,Pass,15260
823,2023-02-04 06:00:00,Bike,Hero,Electric,Chennai,20022,2,102001,127314,8,Fail,-25313
824,2023-02-04 07:00:00,Bike,TVS,Electric,Chennai,66032,2,149269,134846,4,Pass,14423
825,2023-02-04 08:00:00,Bike,Honda,Petrol,Hyderabad,92260,3,101757,39248,5,Pass,62509
826,2023-02-04 09:00:00,Bike,Yamaha,Petrol,Coimbatore,15135,6,49395,61162,7,Pass,-11767
827,2023-02-04 10:00:00,Bike,Hero,Petrol,Chennai,1171,6,158407,57690,6,Pass,100717
828,2023-02-04 11:00:00,Bike,Bajaj,Petrol,Coimbatore,34045,1,126978,84625,13,Pass,42353
829,2023-02-04 12:00:00,Bike,Hero,Petrol,Bangalore,54579,4,156572,127752,4,Pass,28820
830,2023-02-04 13:00:00,Bike,Honda,Electric,Bangalore,27355,6,149541,83008,13,Pass,66533
831,2023-02-04 14:00:00,Bike,Bajaj,Petrol,Chennai,36290,6,33083,75309,4,Pass,-42226
832,2023-02-04 15:00:00,Bike,TVS,Petrol,Bangalore,51512,5,131598,58237,10,Pass,73361
833,2023-02-04 16:00:00,Bike,Hero,Electric,Coimbatore,14760,9,161615,120754,4,Pass,40861
834,2023-02-04 17:00:00,Bike,Honda,Petrol,Hyderabad,65639,9,121171,50732,1,Fail,70439
835,2023-02-04 18:00:00,Bike,Yamaha,Petrol,Chennai,1574,7,145423,23104,5,Fail,122319
836,2023-02-04 19:00:00,Bike,Bajaj,Petrol,Bangalore,43176,2,31613,98230,8,Pass,-66617
837,2023-02-04 20:00:00,Bike,Hero,Petrol,Coimbatore,9975,0,135033,105266,7,Pass,29767
838,2023-02-04 21:00:00,Bike,Hero,Petrol,Coimbatore,78914,2,101202,49980,5,Fail,51222
839,2023-02-04 22:00:00,Bike,TVS,Petrol,Bangalore,15620,1,110666,89990,3,Pass,20676
840,2023-02-04 23:00:00,Bike,TVS,Petrol,Coimbatore,23647,1,47068,54560,11,Pass,-7492
841,2023-02-05 00:00:00,Bike,Yamaha,Petrol,Coimbatore,2486,1,74057,24554,1,Pass,49503
842,2023-02-05 01:00:00,Bike,Yamaha,Petrol,Chennai,32930,4,43946,106049,13,Pass,-62103
843,2023-02-05 02:00:00,Bike,Honda,Petrol,Coimbatore,55979,0,176619,122007,7,Pass,54612
844,2023-02-05 03:00:00,Bike,Honda,Petrol,Bangalore,83466,9,110237,60987,13,Pass,49250
845,2023-02-05 04:00:00,Bike,Yamaha,Petrol,Chennai,2676,3,30769,45985,11,Pass,-15216
846,2023-02-05 05:00:00,Bike,Yamaha,Petrol,Bangalore,84758,9,86340,105298,3,Fail,-18958
847,2023-02-05 06:00:00,Bike,Bajaj,Petrol,Hyderabad,84653,4,104199,63167,4,Pass,41032
848,2023-02-05 07:00:00,Bike,TVS,Petrol,Bangalore,62418,1,129222,131533,14,Pass,-2311
849,2023-02-05 08:00:00,Bike,Honda,Petrol,Bangalore,27615,4,58434,55428,5,Pass,3006
850,2023-02-05 09:00:00,Bike,TVS,Petrol,Chennai,77942,9,47102,82238,13,Pass,-35136
851,2023-02-05 10:00:00,Bike,TVS,Petrol,Coimbatore,40502,3,46536,130078,12,Pass,-83542
852,2023-02-05 11:00:00,Bike,Yamaha,Electric,Bangalore,57624,7,129639,77723,8,Pass,51916
853,2023-02-05 12:00:00,Bike,Bajaj,Petrol,Chennai,7110,0,75775,32038,13,Pass,43737
854,2023-02-05 13:00:00,Bike,Hero,Petrol,Hyderabad,50252,4,56147,37219,7,Pass,18928
855,2023-02-05 14:00:00,Bike,Bajaj,Petrol,Chennai,79447,9,75526,19271,9,Pass,56255
856,2023-02-05 15:00:00,Bike,Bajaj,Petrol,Chennai,75216,0,179731,42397,11,Pass,137334
857,2023-02-05 16:00:00,Bike,TVS,Petrol,Coimbatore,48493,9,129663,89491,3,Pass,40172
858,2023-02-05 17:00:00,Bike,Bajaj,Petrol,Bangalore,10573,9,137180,133088,14,Pass,4092
859,2023-02-05 18:00:00,Bike,Honda,Petrol,Hyderabad,37751,3,149233,44602,11,Pass,104631
860,2023-02-05 19:00:00,Bike,TVS,Petrol,Chennai,96996,7,48088,69471,10,Pass,-21383
861,2023-02-05 20:00:00,Bike,Honda,Petrol,Bangalore,71937,0,93464,77150,1,Pass,16314
862,2023-02-05 21:00:00,Bike,Hero,Petrol,Bangalore,39397,1,130921,59227,1,Pass,71694
863,2023-02-05 22:00:00,Bike,TVS,Petrol,Chennai,51406,0,84998,112081,12,Pass,-27083
864,2023-02-05 23:00:00,Bike,Hero,Electric,Bangalore,52116,6,65382,38116,10,Pass,27266
865,2023-02-06 00:00:00,Bike,TVS,Petrol,Chennai,4982,1,53184,21674,13,Pass,31510
866,2023-02-06 01:00:00,Bike,Yamaha,Petrol,Chennai,91464,0,176171,32469,14,Pass,143702
867,2023-02-06 02:00:00,Bike,Bajaj,Petrol,Chennai,73436,5,62739,20446,1,Pass,42293
868,2023-02-06 03:00:00,Bike,Yamaha,Petrol,Hyderabad,40074,5,152937,139809,2,Pass,13128
869,2023-02-06 04:00:00,Bike,Hero,Petrol,Chennai,43784,9,164461,35760,2,Pass,128701
870,2023-02-06 05:00:00,Bike,Bajaj,Petrol,Coimbatore,73432,1,42352,16963,7,Pass,25389
871,2023-02-06 06:00:00,Bike,TVS,Petrol,Bangalore,7838,0,151788,123281,9,Pass,28507
872,2023-02-06 07:00:00,Bike,Bajaj,Petrol,Hyderabad,43218,9,142843,91002,8,Pass,51841
873,2023-02-06 08:00:00,Bike,Honda,Petrol,Bangalore,13000,2,177220,42262,4,Pass,134958
874,2023-02-06 09:00:00,Bike,Bajaj,Petrol,Hyderabad,12045,9,56828,20177,2,Pass,36651
875,2023-02-06 10:00:00,Bike,Honda,Electric,Coimbatore,61980,4,93040,26160,3,Fail,66880
876,2023-02-06 11:00:00,Bike,Bajaj,Petrol,Hyderabad,5741,5,119279,117876,10,Pass,1403
877,2023-02-06 12:00:00,Bike,Honda,Petrol,Hyderabad,89814,2,119430,22543,5,Fail,96887
878,2023-02-06 13:00:00,Bike,Hero,Petrol,Hyderabad,23321,8,140957,122211,9,Pass,18746
879,2023-02-06 14:00:00,Bike,Yamaha,Petrol,Bangalore,5195,4,42748,97162,8,Pass,-54414
880,2023-02-06 15:00:00,Bike,TVS,Petrol,Chennai,77566,1,113636,54278,13,Pass,59358
881,2023-02-06 16:00:00,Bike,Bajaj,Petrol,Bangalore,14818,9,140158,44607,12,Pass,95551
882,2023-02-06 17:00:00,Bike,Yamaha,Petrol,Chennai,51434,5,35246,100835,14,Pass,-65589
883,2023-02-06 18:00:00,Bike,TVS,Petrol,Bangalore,22831,7,84395,139403,3,Pass,-55008
884,2023-02-06 19:00:00,Bike,TVS,Petrol,Coimbatore,53172,5,75300,32221,9,Fail,43079
885,2023-02-06 20:00:00,Bike,Honda,Petrol,Coimbatore,92391,3,159158,18323,10,Pass,140835
886,2023-02-06 21:00:00,Bike,Hero,Electric,Hyderabad,77360,5,39860,67105,3,Pass,-27245
887,2023-02-06 22:00:00,Bike,Hero,Petrol,Coimbatore,94185,7,42013,122841,10,Pass,-80828
888,2023-02-06 23:00:00,Bike,Yamaha,Petrol,Hyderabad,69254,7,163479,91151,12,Pass,72328
889,2023-02-07 00:00:00,Bike,Hero,Petrol,Chennai,86177,9,58542,139908,14,Pass,-81366
890,2023-02-07 01:00:00,Bike,Bajaj,Petrol,Coimbatore,3337,1,49935,81968,8,Pass,-32033
891,2023-02-07 02:00:00,Bike,Hero,Petrol,Chennai,40577,7,74079,38238,1,Pass,35841
892,2023-02-07 03:00:00,Bike,Yamaha,Petrol,Bangalore,80415,5,59111,120959,4,Pass,-61848
893,2023-02-07 04:00:00,Bike,Hero,Petrol,Chennai,4739,1,81550,78830,4,Pass,2720
894,2023-02-07 05:00:00,Bike,Bajaj,Petrol,Bangalore,86848,0,101955,88967,6,Pass,12988
895,2023-02-07 06:00:00,Bike,Honda,Petrol,Chennai,30169,5,65565,23330,12,Fail,42235
896,2023-02-07 07:00:00,Bike,Yamaha,Petrol,Chennai,49124,6,44283,59153,12,Pass,-14870
897,2023-02-07 08:00:00,Bike,Honda,Petrol,Coimbatore,75647,9,91470,23611,2,Pass,67859
898,2023-02-07 09:00:00,Bike,Honda,Petrol,Chennai,4650,4,111916,28872,7,Pass,83044
899,2023-02-07 10:00:00,Bike,Honda,Petrol,Coimbatore,11609,9,104552,64455,5,Pass,40097
900,2023-02-07 11:00:00,Bike,TVS,Petrol,Coimbatore,26516,7,63233,49930,10,Pass,13303
901,2023-02-07 12:00:00,Bike,TVS,Petrol,Hyderabad,12436,8,47695,87022,6,Pass,-39327
902,2023-02-07 13:00:00,Bike,Honda,Petrol,Hyderabad,11536,3,151440,77714,11,Pass,73726
903,2023-02-07 14:00:00,Bike,Yamaha,Petrol,Bangalore,39736,6,106257,139906,14,Pass,-33649
904,2023-02-07 15:00:00,Bike,Bajaj,Petrol,Chennai,14521,7,26505,117406,6,Pass,-90901
905,2023-02-07 16:00:00,Bike,Bajaj,Petrol,Bangalore,37443,5,161435,103794,14,Pass,57641
906,2023-02-07 17:00:00,Bike,Hero,Petrol,Chennai,81507,1,68614,63716,14,Pass,4898
907,2023-02-07 18:00:00,Bike,Yamaha,Petrol,Hyderabad,50516,6,26010,123722,12,Pass,-97712
908,2023-02-07 19:00:00,Bike,TVS,Petrol,Hyderabad,23744,8,155560,81704,14,Pass,73856
909,2023-02-07 20:00:00,Bike,Honda,Electric,Chennai,63527,4,175933,15415,11,Pass,160518
910,2023-02-07 21:00:00,Bike,Hero,Electric,Chennai,39485,1,165441,91441,6,Pass,74000
911,2023-02-07 22:00:00,Bike,Bajaj,Petrol,Hyderabad,2002,3,94393,126736,10,Pass,-32343
